time,FPS / Frame,Time: Chassis,Time: RobotPos,Time: Sweeper,Time: Telemetry,Time: Turret,X,Y,Yaw,setPower: Chassis,setPower: Shooter,setPower: Sweeper,setPower: Turret,useNoHeadMode,logs
22:14.6,25.8 / 38.7 ms,66 us,21431 us,5 us,52 us,11776 us,0.002258669,-0.001749864,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.6,16.7 / 59.8 ms,66 us,19249 us,3 us,17458 us,10025 us,0.002259255,-0.001750318,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.6,27.5 / 36.3 ms,58 us,18010 us,3 us,43 us,10177 us,0.002259842,-0.001750772,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.7,24.4 / 40.9 ms,65 us,16391 us,3 us,45 us,11548 us,0.002260135,-0.001750999,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.7,28.3 / 35.4 ms,60 us,18378 us,3 us,45 us,10572 us,0.002260135,-0.001750999,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.8,24.6 / 40.6 ms,59 us,20851 us,4 us,46 us,10710 us,0.002260135,-0.001750999,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.8,23.3 / 42.8 ms,77 us,22266 us,4 us,54 us,10660 us,0.002260722,-0.001751453,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.9,23.9 / 41.9 ms,85 us,19048 us,4 us,73 us,20171 us,0.002260722,-0.001751453,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.9,14.8 / 67.7 ms,69 us,19551 us,4 us,17063 us,10577 us,0.002261015,-0.00175168,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:14.9,26.1 / 38.4 ms,73 us,18668 us,4 us,51 us,12142 us,0.002261309,-0.001751908,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.0,23.0 / 43.5 ms,69 us,21461 us,3 us,50 us,9745 us,0.002262482,-0.001752816,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.2,25.9 / 38.6 ms,57 us,18106 us,3 us,43 us,10245 us,0.002262775,-0.001753043,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.6,28.0 / 35.7 ms,140 us,21606 us,3 us,45 us,9850 us,0.002261895,-0.001752362,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.0,25.8 / 38.7 ms,56 us,20786 us,3 us,41 us,10137 us,0.002262482,-0.001752816,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.2,23.8 / 42.1 ms,57 us,17047 us,3 us,45 us,14543 us,0.002262482,-0.001752816,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.2,18.0 / 55.4 ms,52 us,16944 us,2 us,10821 us,10187 us,0.002263069,-0.00175327,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.2,29.5 / 33.9 ms,61 us,20144 us,2 us,33 us,10236 us,0.002263655,-0.001753724,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.3,24.8 / 40.3 ms,74 us,21865 us,3 us,39 us,9651 us,0.002263655,-0.001753724,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.3,24.6 / 40.7 ms,59 us,16677 us,3 us,43 us,9878 us,0.002263655,-0.001753724,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.3,29.7 / 33.6 ms,104 us,17839 us,3 us,40 us,19312 us,0.002264242,-0.001754178,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.4,21.3 / 46.9 ms,64 us,20319 us,3 us,39 us,10235 us,0.002264829,-0.001754633,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.4,26.3 / 38.0 ms,56 us,20438 us,3 us,39 us,11259 us,0.002265415,-0.001755087,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.5,17.8 / 56.0 ms,67 us,16503 us,3 us,17098 us,10304 us,0.002265415,-0.001755087,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.5,25.6 / 39.1 ms,63 us,16160 us,3 us,42 us,9992 us,0.002265415,-0.001755087,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.6,29.9 / 33.4 ms,58 us,22085 us,4 us,43 us,11366 us,0.002266295,-0.001755768,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.6,23.5 / 42.5 ms,80 us,18940 us,3 us,61 us,10170 us,0.002266589,-0.001755995,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.6,27.6 / 36.2 ms,57 us,21162 us,5 us,43 us,10539 us,0.002266589,-0.001755995,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.7,23.8 / 42.1 ms,97 us,20236 us,5 us,69 us,11346 us,0.002266589,-0.001755995,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.7,19.0 / 52.7 ms,75 us,20742 us,4 us,49 us,11104 us,0.002267175,-0.001756449,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.8,17.5 / 57.1 ms,62 us,19191 us,3 us,13933 us,9904 us,0.002269229,-0.001758038,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.8,26.0 / 38.5 ms,75 us,21158 us,3 us,42 us,9640 us,0.002269522,-0.001758265,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.9,26.3 / 38.0 ms,85 us,17008 us,4 us,43 us,19725 us,0.002269522,-0.001758265,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:15.9,20.7 / 48.3 ms,68 us,23528 us,4 us,60 us,10212 us,0.002269522,-0.001758265,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.0,23.9 / 41.8 ms,96 us,21991 us,4 us,63 us,11164 us,0.002269522,-0.001758265,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.1,23.7 / 42.3 ms,66 us,20893 us,4 us,53 us,10720 us,0.002269522,-0.001758266,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.6,16.6 / 60.2 ms,266 us,21032 us,3 us,18291 us,10580 us,0.002270402,-0.001758947,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.0,24.9 / 40.1 ms,88 us,20751 us,4 us,51 us,11128 us,0.002269815,-0.001758492,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.1,24.9 / 40.2 ms,88 us,20105 us,5 us,51 us,12289 us,0.002270402,-0.001758947,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.2,23.2 / 43.1 ms,432 us,21832 us,5 us,80 us,12010 us,0.002271282,-0.001759628,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.2,17.9 / 55.8 ms,64 us,21375 us,4 us,52 us,10887 us,0.002271282,-0.001759628,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.3,22.6 / 44.3 ms,71 us,20150 us,4 us,56 us,10118 us,0.002272162,-0.001760309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.3,17.0 / 58.9 ms,76 us,21091 us,5 us,18256 us,10452 us,0.002272162,-0.001760309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.4,23.3 / 42.9 ms,183 us,17668 us,4 us,59 us,20281 us,0.002272455,-0.001760536,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.4,18.4 / 54.3 ms,53 us,22275 us,2 us,50 us,9613 us,0.002273629,-0.001761445,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.5,25.9 / 38.6 ms,74 us,20596 us,2 us,44 us,9713 us,0.002274802,-0.001762353,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.5,26.9 / 37.1 ms,375 us,21900 us,3 us,36 us,10327 us,0.002276562,-0.001763715,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.5,24.7 / 40.5 ms,55 us,17761 us,3 us,45 us,9906 us,0.002277149,-0.001764169,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.6,28.7 / 34.8 ms,78 us,18922 us,4 us,42 us,10233 us,0.002277442,-0.001764396,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.6,17.8 / 56.0 ms,68 us,18411 us,4 us,18400 us,10443 us,0.002277735,-0.001764623,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.7,26.5 / 37.7 ms,80 us,19684 us,3 us,53 us,11158 us,0.002277735,-0.001764623,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.7,24.3 / 41.2 ms,86 us,20566 us,4 us,60 us,11959 us,0.002279788,-0.001766213,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.8,20.6 / 48.5 ms,71 us,18170 us,4 us,49 us,11235 us,0.002280082,-0.00176644,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.8,23.6 / 42.3 ms,249 us,18217 us,4 us,152 us,11109 us,0.002279788,-0.001766213,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.8,25.0 / 40.0 ms,71 us,18087 us,3 us,158 us,9759 us,0.002280082,-0.00176644,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:16.9,26.6 / 37.6 ms,55 us,21448 us,3 us,41 us,31435 us,0.002280082,-0.00176644,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.0,12.4 / 80.7 ms,52 us,22589 us,3 us,16547 us,10581 us,0.002281548,-0.001767575,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.1,25.2 / 39.7 ms,52 us,15664 us,2 us,36 us,9557 us,0.002281255,-0.001767348,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.4,30.6 / 32.7 ms,60 us,23108 us,3 us,33 us,9895 us,0.002281548,-0.001767575,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.8,24.0 / 41.7 ms,70 us,22385 us,3 us,43 us,10760 us,0.002281548,-0.001767575,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.1,24.2 / 41.4 ms,89 us,17201 us,4 us,48 us,10987 us,0.002282428,-0.001768257,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.2,26.9 / 37.1 ms,67 us,18206 us,5 us,52 us,11275 us,0.002282428,-0.001768256,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.2,25.1 / 39.8 ms,224 us,19825 us,5 us,68 us,11803 us,0.002283015,-0.00176871,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.3,14.7 / 68.2 ms,71 us,19121 us,3 us,22959 us,10823 us,0.002283602,-0.001769165,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.3,21.4 / 46.7 ms,67 us,18672 us,4 us,45 us,11174 us,0.002283015,-0.001768711,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.4,26.1 / 38.3 ms,69 us,20410 us,4 us,50 us,11510 us,0.002283602,-0.001769165,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.4,22.7 / 44.0 ms,69 us,20078 us,4 us,51 us,10658 us,0.002283895,-0.001769392,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.5,25.3 / 39.6 ms,77 us,16506 us,4 us,68 us,22065 us,0.002283895,-0.001769392,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.5,18.6 / 53.8 ms,57 us,20020 us,3 us,52 us,15142 us,0.002283895,-0.001769392,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.5,19.0 / 52.5 ms,59 us,20555 us,3 us,10124 us,10119 us,0.002283895,-0.001769392,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.6,26.2 / 38.2 ms,83 us,15476 us,3 us,45 us,10016 us,0.002283895,-0.001769392,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.6,29.4 / 34.0 ms,68 us,18400 us,4 us,43 us,11338 us,0.002284188,-0.001769619,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.7,22.2 / 45.1 ms,68 us,19408 us,3 us,57 us,10752 us,0.002285068,-0.0017703,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.7,26.3 / 38.1 ms,60 us,20825 us,3 us,125 us,9797 us,0.002285362,-0.001770527,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.7,25.5 / 39.2 ms,251 us,16783 us,3 us,54 us,10014 us,0.002285362,-0.001770527,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.8,28.9 / 34.6 ms,155 us,17552 us,3 us,52 us,9767 us,0.002285655,-0.001770754,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.8,20.9 / 47.8 ms,54 us,20198 us,3 us,7920 us,9711 us,0.002285948,-0.001770981,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.9,24.9 / 40.2 ms,54 us,21468 us,2 us,39 us,9834 us,0.002286242,-0.001771208,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:17.9,24.5 / 40.9 ms,80 us,22922 us,4 us,36 us,10744 us,0.002286242,-0.001771208,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.0,23.3 / 42.9 ms,68 us,22718 us,4 us,51 us,21771 us,0.002286828,-0.001771662,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.4,17.0 / 58.9 ms,59 us,22621 us,3 us,68 us,10120 us,0.002288588,-0.001773025,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.5,25.2 / 39.7 ms,53 us,19069 us,3 us,45 us,10529 us,0.002288882,-0.001773252,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.9,21.3 / 47.0 ms,64 us,20472 us,4 us,10338 us,11871 us,0.002289468,-0.001773706,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.1,23.6 / 42.4 ms,72 us,18127 us,4 us,55 us,10483 us,0.002289762,-0.001773933,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.2,27.1 / 36.9 ms,96 us,19896 us,5 us,51 us,12090 us,0.002290055,-0.00177416,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.2,21.3 / 47.0 ms,93 us,20142 us,5 us,69 us,13521 us,0.002291228,-0.001775068,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.3,21.1 / 47.4 ms,79 us,18338 us,3 us,69 us,10396 us,0.002291815,-0.001775522,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.3,26.2 / 38.1 ms,68 us,24014 us,3 us,46 us,10261 us,0.002292695,-0.001776203,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.4,16.8 / 59.6 ms,66 us,16097 us,3 us,12892 us,10168 us,0.002292695,-0.001776203,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.4,26.9 / 37.2 ms,67 us,21088 us,4 us,47 us,10466 us,0.002293575,-0.001776884,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.4,23.2 / 43.2 ms,67 us,16607 us,4 us,49 us,10700 us,0.002294162,-0.001777339,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.5,27.7 / 36.1 ms,69 us,18954 us,4 us,57 us,32325 us,0.002293575,-0.001776885,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.5,16.2 / 61.7 ms,54 us,20182 us,3 us,42 us,10091 us,0.002293575,-0.001776885,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.6,26.3 / 38.0 ms,69 us,19477 us,4 us,42 us,11020 us,0.002294162,-0.001777339,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.6,17.6 / 56.8 ms,73 us,20296 us,3 us,17914 us,10623 us,0.002294162,-0.001777339,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.7,24.7 / 40.4 ms,68 us,19635 us,3 us,51 us,10907 us,0.002294455,-0.001777566,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.7,25.1 / 39.8 ms,73 us,24612 us,5 us,51 us,12453 us,0.002294162,-0.001777339,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.8,21.8 / 45.8 ms,141 us,17023 us,3 us,51 us,9755 us,0.002294455,-0.001777566,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.8,29.1 / 34.3 ms,68 us,27103 us,5 us,46 us,10819 us,0.002293575,-0.001776885,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.9,20.7 / 48.3 ms,60 us,26620 us,3 us,49 us,10340 us,0.002293575,-0.001776885,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:18.9,16.4 / 61.1 ms,56 us,22962 us,3 us,10343 us,10124 us,0.002294748,-0.001777793,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.0,21.8 / 45.9 ms,71 us,20844 us,3 us,44 us,11210 us,0.002294455,-0.001777566,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.0,25.4 / 39.3 ms,137 us,20172 us,3 us,43 us,13849 us,0.002295042,-0.00177802,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.4,24.1 / 41.4 ms,52 us,19688 us,3 us,45 us,14726 us,0.002297095,-0.00177961,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.8,22.0 / 45.5 ms,73 us,20938 us,4 us,120 us,10563 us,0.002295628,-0.001778474,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.1,24.2 / 41.3 ms,371 us,21809 us,5 us,68 us,12451 us,0.002297682,-0.001780064,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.2,16.2 / 61.6 ms,66 us,19510 us,3 us,16879 us,10589 us,0.002297388,-0.001779837,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.2,24.1 / 41.6 ms,67 us,18688 us,4 us,62 us,10422 us,0.002297682,-0.001780064,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.3,23.5 / 42.5 ms,78 us,21300 us,4 us,50 us,10845 us,0.002299442,-0.001781426,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.3,24.2 / 41.3 ms,87 us,20666 us,4 us,58 us,10686 us,0.002299148,-0.001781199,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.3,24.8 / 40.3 ms,78 us,20922 us,4 us,52 us,10403 us,0.002300322,-0.001782107,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.4,25.5 / 39.2 ms,69 us,22173 us,4 us,50 us,10369 us,0.002300322,-0.001782107,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.4,16.9 / 59.3 ms,66 us,20898 us,3 us,11970 us,10373 us,0.002300322,-0.001782107,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.5,22.7 / 44.0 ms,63 us,17412 us,3 us,43 us,11576 us,0.002301202,-0.001782788,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.5,25.7 / 38.9 ms,83 us,18175 us,3 us,44 us,14205 us,0.002300322,-0.001782107,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.6,24.0 / 41.7 ms,62 us,21172 us,4 us,48 us,14572 us,0.00233288,-0.001807314,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.6,21.8 / 45.9 ms,55 us,20941 us,3 us,44 us,10254 us,0.00233376,-0.001807996,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.7,26.2 / 38.2 ms,58 us,21197 us,3 us,43 us,10620 us,0.002332587,-0.001807087,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.7,25.7 / 38.8 ms,57 us,19654 us,4 us,46 us,10083 us,0.002331414,-0.001806179,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.7,20.9 / 47.8 ms,63 us,21751 us,3 us,9764 us,10002 us,0.002334054,-0.001808223,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.8,24.5 / 40.8 ms,68 us,15977 us,3 us,43 us,15143 us,0.002333174,-0.001807542,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.8,25.9 / 38.6 ms,61 us,18994 us,3 us,42 us,9782 us,0.00233376,-0.001807996,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.9,27.5 / 36.3 ms,66 us,18907 us,3 us,43 us,10378 us,0.002334347,-0.00180845,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.9,27.4 / 36.4 ms,60 us,20295 us,3 us,45 us,12138 us,0.00233376,-0.001807996,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:19.9,21.7 / 46.1 ms,55 us,16934 us,3 us,42 us,10096 us,0.002334347,-0.00180845,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.0,27.9 / 35.8 ms,147 us,25862 us,3 us,44 us,10268 us,0.00233376,-0.001807996,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.3,17.7 / 56.5 ms,58 us,20529 us,3 us,6801 us,12464 us,0.002338747,-0.001811856,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.7,25.2 / 39.6 ms,64 us,20037 us,3 us,36 us,10098 us,0.00233992,-0.001812764,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.1,27.0 / 37.1 ms,204 us,18989 us,4 us,44 us,15420 us,0.00233992,-0.001812764,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.2,21.5 / 46.4 ms,90 us,16780 us,4 us,47 us,10672 us,0.00234168,-0.001814126,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.2,27.6 / 36.2 ms,69 us,17798 us,4 us,54 us,10650 us,0.002310295,-0.001789828,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.2,27.3 / 36.6 ms,89 us,20307 us,4 us,48 us,12200 us,0.002310881,-0.001790282,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.3,23.3 / 43.0 ms,66 us,18534 us,3 us,51 us,10224 us,0.002312348,-0.001791417,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.3,19.3 / 51.7 ms,135 us,19421 us,3 us,14814 us,10109 us,0.002311761,-0.001790963,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.4,27.3 / 36.6 ms,55 us,22236 us,3 us,44 us,9690 us,0.002312934,-0.001791871,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.4,25.6 / 39.0 ms,64 us,18473 us,3 us,43 us,10491 us,0.002313521,-0.001792325,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.4,27.3 / 36.7 ms,61 us,17593 us,3 us,42 us,9942 us,0.002312054,-0.00179119,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.5,25.1 / 39.8 ms,68 us,22442 us,3 us,44 us,10511 us,0.002314988,-0.001793461,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.5,23.8 / 42.1 ms,61 us,19633 us,3 us,45 us,10119 us,0.002314694,-0.001793234,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.6,23.3 / 42.9 ms,60 us,16550 us,3 us,44 us,13633 us,0.002315281,-0.001793688,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.6,20.5 / 48.7 ms,106 us,19062 us,3 us,10914 us,9760 us,0.002317041,-0.001795051,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.6,27.3 / 36.7 ms,71 us,21008 us,4 us,48 us,14906 us,0.002317921,-0.001795732,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.7,21.8 / 45.9 ms,63 us,18328 us,4 us,86 us,14524 us,0.002318508,-0.001796186,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.7,23.9 / 41.8 ms,64 us,19493 us,5 us,55 us,13411 us,0.002319094,-0.00179664,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.8,23.1 / 43.2 ms,96 us,19777 us,5 us,57 us,12144 us,0.002319681,-0.001797095,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.8,23.3 / 43.0 ms,85 us,19637 us,5 us,88 us,11745 us,0.002319094,-0.00179664,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.9,17.2 / 58.2 ms,80 us,20156 us,4 us,16571 us,10664 us,0.002319681,-0.001797095,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:20.9,24.6 / 40.6 ms,86 us,21503 us,5 us,57 us,11938 us,0.002318801,-0.001796413,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.0,22.8 / 43.9 ms,98 us,19559 us,5 us,63 us,12077 us,0.002319094,-0.001796641,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.3,18.7 / 53.4 ms,90 us,26835 us,4 us,73 us,10511 us,0.002320561,-0.001797776,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.8,18.7 / 53.4 ms,302 us,19271 us,5 us,53 us,16029 us,0.002321734,-0.001798684,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.1,20.1 / 49.7 ms,68 us,21729 us,4 us,49 us,14324 us,0.002321734,-0.001798684,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.2,17.4 / 57.4 ms,57 us,21722 us,3 us,12275 us,14058 us,0.002322028,-0.001798911,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
