time,Aim Mode,CurrentRoll,CurrentYaw,FPS / Frame,Heading,HeadingPID_kD,HeadingPID_kI,HeadingPID_kP,LeftStickX,LeftStickY,PreSpeed,RawTargetRoll,RightStickX,Roll,RollPower,Shooting,Sweeper Current,Sweeper Power*1000,Sweeper Velocity,Target Speed,TargetRoll,TargetYaw,Team,Time: Chassis,Time: RobotPos,Time: Sweeper,Time: Telemetry,Time: Turret,X,Y,Yaw,lbP,lbV,lfP,lfV,rbP,rbV,rfP,rfV,setPower: Chassis,setPower: Shooter,setPower: Sweeper,setPower: Turret,useNoHeadMode,logs
14:17:14.883,MANUAL,0.0,50.0,23.4 / 42.6 ms,2.971132288955547E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,59 us,15609 us,36 us,53 us,12919 us,2.5509880932678624E-5,-1.9769006001755716E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:14.939,MANUAL,0.0,50.0,24.3 / 41.2 ms,2.971132288955547E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,70 us,21524 us,62 us,39 us,9591 us,2.5509880932678624E-5,-1.9769006001755716E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:14.994,MANUAL,0.0,50.0,17.9 / 55.9 ms,3.039434180655674E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,59 us,19825 us,35 us,9414 us,9793 us,2.6096316241461226E-5,-2.02234657517979E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.380,MANUAL,0.0,50.0,18.2 / 54.9 ms,3.039434180655674E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,57 us,19996 us,34 us,37 us,9838 us,2.6096316241461226E-5,-2.02234657517979E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.830,MANUAL,0.0,50.0,22.6 / 44.3 ms,3.073585126505738E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,80 us,17576 us,46 us,40 us,10387 us,2.638953389585253E-5,-2.0450695626818994E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.125,MANUAL,0.0,50.0,22.4 / 44.6 ms,2.971132288955547E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,67 us,17490 us,45 us,50 us,11096 us,2.5509880932678624E-5,-1.9769006001755716E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.170,MANUAL,0.0,50.0,23.9 / 41.8 ms,3.073585126505738E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,90 us,19948 us,46 us,69 us,11214 us,2.638953389585253E-5,-2.04506933351788E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.229,MANUAL,0.0,50.0,22.1 / 45.3 ms,3.039434180655674E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,69 us,19098 us,46 us,56 us,10885 us,2.6096316241461226E-5,-2.022346346015771E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.275,MANUAL,0.0,50.0,17.0 / 58.7 ms,3.1077360723558004E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,58 us,17593 us,35 us,13101 us,15297 us,2.6682753841884023E-5,-2.06779209185597E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.324,MANUAL,0.0,50.0,21.7 / 46.0 ms,3.346792693306248E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,86 us,21828 us,38 us,47 us,10515 us,2.8735275130982946E-5,-2.2268527752067163E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.361,MANUAL,0.0,50.0,20.4 / 49.0 ms,3.346792693306248E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,64 us,16031 us,28 us,47 us,9981 us,2.8735275130982946E-5,-2.2268527752067163E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.412,MANUAL,0.0,50.0,26.6 / 37.6 ms,3.4150945850063756E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,212 us,22518 us,34 us,35 us,14828 us,2.9321710439765545E-5,-2.272298291882896E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.456,MANUAL,0.0,50.0,19.7 / 50.7 ms,3.44924553085644E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,63 us,19188 us,38 us,44 us,10965 us,2.9614925802516658E-5,-2.2950208210569668E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.519,MANUAL,0.0,50.0,23.0 / 43.5 ms,3.44924553085644E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.003,-0.0,-0.0,0,0.0,50.0,BLUE,60 us,18133 us,37 us,45 us,9695 us,2.9614925802516658E-5,-2.2950208210569668E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
14:17:15.559,MANUAL,0.0,50.0,15.7 / 63.6 ms,3.6541512059568216E-4,0.05,0.1,3.0,0.0,0.0,0,0.0,0.0,0.00 deg,0.0,IDLE,0.0,-0.0,-0.0,0,0.0,50.0,BLUE,55 us,20749 us,26 us,9686 us,3446 us,3.1374231728864465E-5,-2.4313576002495262E-5,50.00 deg,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0 us,0.0 us,0.0 us,0.0 us,false,""
